,Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Cost,scheduled_year,scheduled_month,scheduled_day,scheduled_dateofmonth,delivery_year,delivery_month,delivery_day,delivery_dateofmonth,delta,state
1268,0.06,14.0,6.0,606.0,Clay,6.04,12.43,Yes,No,Yes,Waterways,Yes,Working Class,No,136.06,2017,2,6,26,2017,2,0,27,1 ,HI
1269,0.12,43.0,23.0,5507.0,Aluminium,8.24,40.22,Yes,No,No,Waterways,No,Working Class,No,270.33,2018,11,5,10,2018,11,3,8,-2 ,MN
1270,0.28,9.0,4.0,382.0,Bronze,5.38,15.69,No,Yes,No,Airways,No,Wealthy,No,201.54,2016,4,5,23,2016,4,1,19,-4 ,MI
1271,0.53,22.0,6.0,63498.0,Marble,112.91,98.72,No,No,Yes,Roadways,No,Wealthy,No,1386.32,2018,11,4,30,2018,12,0,3,3 ,NE
1272,0.36,42.0,18.0,115926.0,Brass,451.59,48.88,Yes,No,Yes,Waterways,No,Working Class,No,2171.91,2016,10,1,18,2016,10,6,16,-2 ,AR
1273,0.62,28.0,17.0,1582139.0,Marble,12697.57,94.99,Yes,Yes,No,Airways,No,Working Class,No,33313.31,2016,12,3,29,2016,12,2,28,-1 ,AK
1274,0.27,30.0,10.0,14897.0,Bronze,34.68,36.8,No,No,Yes,Roadways,No,Working Class,No,389.55,2016,5,0,30,2016,6,2,1,2 ,NC
1275,0.24,49.0,28.0,9724016.0,Marble,23507.05,50.49,No,No,No,Waterways,Yes,Working Class,No,35445.36,2017,12,1,26,2017,12,2,27,1 ,VA
1276,0.45,33.0,8.0,997.0,Wood,3.68,12.43,No,No,No,Waterways,No,Wealthy,No,106.5,2017,7,0,3,2017,7,2,5,2 ,AZ
1277,0.6,23.0,14.0,19812.0,Bronze,112.5,53.36,Yes,No,No,Waterways,No,Working Class,No,1082.06,2016,12,2,28,2016,12,5,24,-4 ,MA
1278,0.88,18.0,9.0,266.0,Wood,3.0,21.98,No,Yes,No,Airways,No,Working Class,Yes,557.41,2016,8,5,20,2016,8,0,22,2 ,MO
1279,0.76,15.0,8.0,114831.0,Stone,236.08,78.35,Yes,Yes,Yes,Airways,No,Wealthy,No,3785.43,2017,2,6,5,2017,2,2,1,-4 ,AK
1280,0.83,20.0,10.0,1205.0,Aluminium,11.53,10.46,Yes,No,No,Roadways,No,Working Class,No,408.85,2016,9,1,6,2016,9,5,3,-3 ,
1281,0.61,25.0,8.0,5982.5,Bronze,50.77,59.81,Yes,No,No,Roadways,No,Working Class,Yes,1250.28,2018,12,3,6,2018,12,4,7,1 ,NJ
1282,0.21,12.0,8.0,28982.0,Marble,58.11,53.5,No,No,No,Roadways,No,Working Class,No,481.49,2018,1,6,7,2018,1,0,8,1 ,
1283,0.08,37.0,22.0,13122717.0,Stone,14181.68,93.75,Yes,No,No,Waterways,No,Working Class,Yes,15719.44,2019,6,2,19,2019,6,5,22,3 ,PA
1284,0.82,6.0,5.0,7062.0,Stone,54.87,41.52,No,No,No,Roadways,No,Working Class,No,1408.48,2019,6,4,7,2019,6,0,3,-4 ,KY
1285,0.2,26.0,17.0,3092040.0,Stone,3512.6,81.63,Yes,No,No,Waterways,No,Working Class,No,6346.01,2018,3,2,21,2018,3,4,23,2 ,MS
1286,0.4,25.0,8.0,2821.0,Clay,8.3,12.9,No,No,No,Roadways,Yes,Working Class,No,273.34,2015,10,5,31,2015,10,4,30,-1 ,TN
1287,0.45,51.0,23.0,11346.0,Aluminium,26.44,66.95,No,Yes,Yes,Airways,No,Working Class,No,477.4,2016,9,3,29,2016,9,4,30,1 ,IN
1288,0.77,36.0,18.0,2744362.0,Marble,10510.31,31.65,Yes,No,No,Airways,Yes,Working Class,No,33104.52,2018,10,3,25,2018,10,2,24,-1 ,
1289,0.36,31.0,9.0,5640.0,Bronze,11.52,95.32,Yes,No,Yes,Waterways,No,Working Class,No,861.14,2015,10,0,12,2015,10,0,12,0 ,PA
1290,0.05,4.0,8.0,804.0,Material_NA,6.36,22.3,Yes,No,No,Waterways,No,Working Class,No,207.44,2016,9,4,9,2016,9,3,8,-1 ,GA
1291,0.39,50.0,8.0,609.0,Wood,5.94,19.22,No,Yes,No,Airways,No,Wealthy,Yes,314.84,2018,11,2,28,2018,11,5,24,-4 ,
1292,0.55,24.0,12.0,18901.0,Bronze,64.57,85.18,No,Yes,No,Roadways,No,Working Class,No,1591.96,2017,8,0,21,2017,8,3,24,3 ,MS
1293,0.17,25.0,8.0,664.0,Aluminium,6.16,11.67,Yes,No,Yes,Airways,No,Working Class,Yes,200.64,2015,11,2,4,2015,11,0,2,-2 ,MD
1294,1.0,17.0,13.0,7024.0,Bronze,78.37,27.18,No,No,No,Waterways,No,Working Class,Yes,7786.21,2019,4,5,6,2019,4,1,9,3 ,DC
1295,0.56,15.0,8.0,77353.0,Marble,373.55,87.68,No,No,No,Roadways,No,Working Class,No,1997.0,2015,9,3,3,2015,9,5,5,2 ,RI
1296,0.95,31.0,15.0,7131.0,Clay,30.84,86.76,No,No,No,Roadways,Yes,Wealthy,No,4596.21,2019,4,4,5,2019,4,4,5,0 ,NC
1297,0.15,35.0,24.0,828.0,Wood,5.82,11.1,Yes,No,No,Waterways,No,Working Class,No,101.96,2018,7,3,26,2018,7,0,30,4 ,TN
1298,0.11,30.0,17.0,5982.5,Bronze,9.55,43.31,No,No,Yes,Roadways,No,Working Class,No,301.27,2016,9,3,22,2016,9,0,26,4 ,NJ
1299,0.14,22.0,8.0,820.0,Aluminium,6.92,23.62,Yes,No,Yes,Waterways,No,Working Class,No,179.94,2017,9,3,14,2017,9,5,16,2 ,ND
1300,0.36,38.0,6.0,20006.0,Brass,17.52,84.72,No,Yes,Yes,Roadways,No,Working Class,No,1003.47,2019,7,2,24,2019,7,5,20,-4 ,VT
1301,0.28,33.0,17.0,29044.0,Bronze,158.68,49.53,Yes,No,No,Waterways,No,Working Class,No,604.57,2017,3,4,24,2017,3,0,20,-4 ,MI
1302,0.29,29.0,18.0,27571.0,Bronze,64.47,63.86,No,Yes,No,Airways,No,Working Class,No,964.7,2017,4,4,14,2017,4,0,10,-4 ,MD
1303,0.8,21.0,10.0,664.0,Aluminium,5.89,20.81,No,Yes,No,Airways,No,Wealthy,No,604.0,2019,7,5,20,2019,7,1,23,3 ,NH
1304,0.45,14.0,6.0,208.0,Wood,3.83,19.9,No,Yes,No,Airways,No,Working Class,No,564.52,2019,4,4,19,2019,4,0,15,-4 ,IL
1305,0.53,37.0,14.0,2835.0,Aluminium,5.72,24.16,No,No,Yes,Waterways,No,Working Class,No,410.64,2018,3,5,10,2018,3,2,14,4 ,NC
1306,0.9,40.0,18.0,36011.0,Brass,98.82,79.88,Yes,No,Yes,Roadways,No,Working Class,No,25255.82,2016,9,5,3,2016,9,1,6,3 ,NY
1307,0.61,28.0,9.0,17627.0,Brass,100.41,72.91,No,No,Yes,Roadways,No,Working Class,Yes,1394.77,2019,1,2,2,2019,1,5,5,3 ,NJ
1308,0.97,3.0,3.0,63.0,Bronze,6.95,24.49,Yes,No,No,Airways,No,Working Class,No,573.59,2016,7,1,26,2016,7,1,26,0 ,DE
1309,0.13,19.0,8.0,7630.0,Material_NA,23.81,59.04,No,No,No,Airways,No,Working Class,No,330.18,2015,11,1,17,2015,11,4,20,3 ,NC
1310,0.96,6.0,8.0,333.0,Brass,3.6,21.94,No,No,Yes,Roadways,No,Working Class,No,367.23,2018,10,0,22,2018,10,6,21,-1 ,VA
1311,0.25,18.0,8.0,5982.5,Bronze,15.34,17.63,No,Yes,No,Roadways,No,Working Class,No,212.73,2017,4,6,23,2017,4,1,25,2 ,SC
1312,0.31,32.0,16.0,713.0,Wood,5.52,18.11,Yes,No,No,Airways,No,Working Class,No,197.23,2018,12,1,4,2018,12,2,5,1 ,LA
1313,0.62,23.0,15.0,798.0,Wood,5.9,17.37,No,No,Yes,Roadways,No,Working Class,No,387.44,2016,10,1,11,2016,10,1,11,0 ,AL
1314,0.47,42.0,33.0,29282087.0,Stone,105746.47,50.94,No,No,No,Roadways,No,Working Class,No,228870.6,2018,4,3,12,2018,4,1,10,-2 ,
1315,0.89,28.0,13.0,31311.0,Bronze,131.98,38.63,No,No,Yes,Airways,No,Wealthy,No,2182.41,2015,3,3,19,2015,3,6,22,3 ,LA
1316,0.45,20.0,6.0,576.0,Aluminium,3.48,13.7,No,No,Yes,Roadways,No,Working Class,No,118.8,2017,2,4,3,2017,2,5,4,1 ,
1317,0.67,10.0,5.0,168.0,Aluminium,5.1,12.79,No,No,Yes,Roadways,No,Working Class,Yes,259.81,2015,12,1,8,2015,12,0,7,-1 ,OR
1318,0.45,15.0,6.0,67157.0,Stone,255.99,86.52,No,No,No,Roadways,No,Working Class,Yes,1398.16,2015,3,5,7,2015,3,4,6,-1 ,
1319,0.12,15.0,7.0,90965.0,Stone,167.23,95.95,No,Yes,No,Airways,No,Wealthy,No,1051.66,2015,10,0,12,2015,10,5,10,-2 ,MN
1320,0.37,34.0,7.0,251.0,Wood,6.14,11.1,No,No,Yes,Roadways,No,Working Class,Yes,174.52,2016,5,1,24,2016,5,5,28,4 ,MO
1321,0.22,20.0,7.0,120716.0,Stone,94.12,26.77,No,No,No,Airways,No,Working Class,No,941.93,2017,8,2,16,2017,8,6,20,4 ,MA
1322,0.76,23.0,9.0,360.0,Material_NA,3.16,24.46,No,Yes,No,Airways,No,Working Class,Yes,541.05,2018,12,6,2,2018,12,6,2,0 ,NC
1323,0.41,31.0,10.0,22370.0,Brass,131.47,43.3,No,Yes,Yes,Roadways,No,Working Class,No,1050.06,2017,3,3,23,2017,3,1,21,-2 ,OK
1324,0.34,3.0,3.0,11.0,Material_NA,3.3,19.84,No,Yes,No,Roadways,No,Wealthy,No,168.62,2015,3,4,27,2015,3,1,24,-3 ,AR
1325,0.36,37.0,23.0,143932.0,Material_NA,122.93,64.85,Yes,No,Yes,Waterways,No,Working Class,No,1044.03,2015,12,2,2,2015,12,3,3,1 ,MO
1326,0.45,44.0,28.0,158886.0,Bronze,553.0,68.22,No,No,No,Roadways,No,Working Class,No,1544.28,2016,8,6,14,2016,8,6,14,0 ,WA
1327,0.15,6.0,5.0,2414.0,Marble,5.5,19.85,No,No,No,Roadways,No,Working Class,No,197.85,2016,5,6,22,2016,5,6,22,0 ,FL
1328,0.38,39.0,13.0,14380.0,Bronze,40.92,91.04,No,No,Yes,Roadways,No,Working Class,No,1090.4,2015,12,6,20,2015,12,6,20,0 ,DE
1329,0.71,34.0,9.0,23718.0,Bronze,71.54,82.55,No,No,No,Waterways,No,Working Class,Yes,4121.91,2018,1,1,16,2018,1,4,12,-4 ,
1330,0.65,18.0,6.0,1303.0,Clay,8.59,11.72,No,Yes,Yes,Roadways,Yes,Wealthy,No,668.56,2015,12,3,17,2015,12,0,21,4 ,IA
1331,0.64,29.0,13.0,2994.0,Aluminium,5.25,13.41,No,No,No,Roadways,No,Working Class,No,337.86,2017,3,2,29,2017,3,1,28,-1 ,AZ
1332,0.12,20.0,7.0,9139.0,Brass,14.17,85.67,Yes,No,No,Airways,No,Working Class,Yes,508.75,2018,3,3,22,2018,3,5,24,2 ,
1333,0.1,17.0,7.0,93846.0,Material_NA,262.69,45.02,No,Yes,Yes,Roadways,No,Working Class,No,869.49,2018,1,1,30,2018,1,1,30,0 ,VT
1334,0.1,37.0,13.0,16342.0,Material_NA,29.15,57.14,Yes,No,No,Roadways,No,Working Class,No,390.15,2018,11,2,21,2018,11,3,22,1 ,SC
1335,0.47,16.0,6.0,219.0,Aluminium,4.36,24.87,No,No,No,Airways,No,Working Class,No,255.67,2015,5,4,22,2015,5,3,21,-1 ,WI
1336,0.45,18.0,6.0,170.0,Material_NA,4.56,12.79,No,Yes,No,Airways,No,Working Class,No,248.79,2018,1,3,25,2018,1,4,26,1 ,NH
1337,0.76,25.0,14.0,4551.0,Clay,48.64,14.13,Yes,No,No,Waterways,Yes,Wealthy,No,900.49,2017,8,0,14,2017,8,3,10,-4 ,NH
1338,0.04,18.0,9.0,115395.0,Marble,206.51,40.69,No,No,No,Airways,No,Working Class,Yes,668.28,2019,2,5,9,2019,2,1,5,-4 ,NH
1339,0.46,21.0,8.0,5982.5,Bronze,9.62,82.39,No,No,Yes,Airways,No,Working Class,Yes,1229.72,2017,10,3,5,2017,10,3,5,0 ,ND
1340,0.15,25.0,17.0,715.0,Wood,4.07,20.28,No,No,Yes,Roadways,No,Working Class,No,178.93,2017,12,4,22,2017,12,1,19,-3 ,IA
1341,0.83,16.0,7.0,36532.0,Material_NA,65.56,78.7,No,No,Yes,Roadways,No,Wealthy,No,3924.31,2018,7,2,25,2018,7,6,22,-3 ,
1342,0.27,7.0,5.0,4182.0,Marble,12.7,22.18,Yes,No,No,Roadways,No,Working Class,No,267.1,2015,1,5,24,2015,1,6,25,1 ,
1343,0.48,20.0,5.0,7247.0,Stone,34.11,49.48,No,No,Yes,Roadways,No,Working Class,No,525.02,2015,12,3,10,2015,12,6,13,3 ,HI
1344,0.25,10.0,4.0,58.0,Wood,3.46,10.41,No,Yes,No,Airways,No,Wealthy,No,105.03,2016,7,6,31,2016,8,2,3,3 ,MO
1345,0.15,17.0,8.0,509780.0,Material_NA,649.95,62.32,Yes,Yes,Yes,Airways,No,Wealthy,No,5439.21,2016,7,4,15,2016,7,1,12,-3 ,WA
1346,0.49,23.0,12.0,1196.0,Aluminium,4.07,12.44,No,Yes,No,Roadways,No,Working Class,No,235.03,2015,4,4,24,2015,4,2,22,-2 ,VT
1347,0.63,9.0,4.0,708.0,Material_NA,3.43,23.79,No,Yes,Yes,Airways,No,Working Class,Yes,361.67,2016,4,0,11,2016,4,4,8,-3 ,
1348,0.81,19.0,14.0,265831.0,Stone,1167.59,27.6,No,No,Yes,Roadways,No,Working Class,No,4083.5,2015,5,5,30,2015,5,6,31,1 ,CT
1349,0.2,29.0,7.0,537.0,Aluminium,5.47,24.94,No,Yes,No,Airways,No,Working Class,No,180.28,2016,11,1,1,2016,11,3,3,2 ,TN
1350,0.81,19.0,8.0,117499.0,Stone,913.8,89.83,No,Yes,Yes,Roadways,No,Wealthy,No,155172.85,2015,2,6,22,2015,2,6,22,0 ,NJ
1351,0.93,19.0,8.0,102566.0,Marble,452.14,89.85,No,No,No,Roadways,No,Working Class,No,6576.86,2015,1,0,5,2015,1,3,8,3 ,MO
1352,0.11,20.0,6.0,1032.0,Material_NA,3.34,12.06,No,No,No,Roadways,Yes,Working Class,No,116.77,2016,7,4,22,2016,7,4,22,0 ,NY
1353,0.63,22.0,6.0,1624.0,Clay,6.09,12.92,No,Yes,No,Airways,Yes,Working Class,No,436.75,2019,5,6,19,2019,5,3,16,-3 ,WI
1354,0.45,22.0,11.0,1131.0,Aluminium,3.15,19.6,No,Yes,No,Roadways,No,Working Class,No,166.15,2018,12,1,4,2018,12,1,4,0 ,GA
1355,0.49,12.0,8.0,3314.0,Bronze,6.15,12.03,Yes,No,No,Waterways,No,Working Class,No,216.81,2017,3,4,24,2017,3,5,25,1 ,KY
1356,0.61,21.0,15.0,664.0,Aluminium,8.43,15.02,Yes,No,Yes,Waterways,No,Working Class,No,602.51,2017,12,5,30,2017,12,2,27,-3 ,OK
1357,0.96,14.0,6.0,993.0,Bronze,10.89,23.44,Yes,Yes,Yes,Airways,No,Working Class,No,724.74,2019,5,0,13,2019,5,0,13,0 ,NY
1358,0.38,43.0,14.0,1718.0,Aluminium,5.06,20.6,Yes,No,Yes,Waterways,No,Working Class,No,323.05,2015,3,4,6,2015,3,2,4,-2 ,KS
1359,0.05,41.0,17.0,3071.0,Aluminium,6.1,11.62,Yes,No,No,Waterways,No,Working Class,No,105.23,2016,1,6,31,2016,2,2,3,3 ,NY
1360,0.64,33.0,17.0,38838.0,Bronze,115.38,58.53,Yes,No,No,Roadways,No,Working Class,No,1666.98,2015,12,6,27,2015,12,3,31,4 ,
1361,0.16,20.0,4.0,115395.0,Marble,6.83,20.85,No,No,No,Roadways,No,Working Class,No,191.0,2019,2,5,9,2019,2,1,12,3 ,VT
1362,0.64,15.0,7.0,46622.0,Stone,261.92,62.8,No,No,No,Roadways,No,Working Class,No,1203.71,2018,8,6,19,2018,8,2,22,3 ,NM
1363,0.06,10.0,8.0,9102.0,Marble,9.89,96.42,No,Yes,Yes,Roadways,No,Working Class,No,442.96,2017,3,3,16,2017,3,6,19,3 ,KS
1364,0.15,41.0,9.0,1374.0,Aluminium,5.2,17.85,No,No,Yes,Airways,No,Working Class,No,185.69,2019,1,4,11,2019,1,1,8,-3 ,CA
1365,0.37,27.0,6.0,602.0,Aluminium,5.18,11.67,Yes,No,No,Waterways,No,Working Class,Yes,158.46,2017,11,6,26,2017,11,1,28,2 ,
1366,0.18,15.0,6.0,361.0,Aluminium,6.14,12.49,Yes,No,No,Roadways,No,Working Class,No,128.7,2016,7,4,1,2016,7,6,3,2 ,
1367,0.74,7.0,5.0,5827.0,Stone,14.94,69.49,No,No,Yes,Roadways,No,Working Class,No,727.57,2017,10,1,24,2017,10,5,28,4 ,NH
1368,0.88,6.0,4.0,2541.0,Stone,12.78,13.75,No,Yes,Yes,Airways,No,Working Class,No,365.1,2016,11,2,16,2016,11,4,18,2 ,
1369,0.17,24.0,8.0,1765.0,Clay,3.86,12.71,No,No,No,Roadways,Yes,Working Class,No,135.79,2018,9,6,9,2018,9,0,10,1 ,MN
1370,0.82,9.0,4.0,166.0,Clay,3.88,21.07,No,Yes,No,Airways,Yes,Working Class,No,312.29,2018,6,2,13,2018,6,3,14,1 ,CA
1371,0.12,19.0,7.0,207649.0,Stone,219.89,95.47,No,No,Yes,Airways,No,Working Class,Yes,1238.38,2018,4,3,19,2018,4,0,23,4 ,ME
1372,0.17,5.0,3.0,45.0,Clay,6.5,22.12,No,No,No,Roadways,Yes,Working Class,Yes,156.46,2017,7,4,7,2017,7,6,9,2 ,DE
1373,0.72,27.0,12.0,577202.0,Marble,2721.22,63.36,No,No,No,Waterways,No,Working Class,No,6746.39,2019,4,6,28,2019,4,6,28,0 ,NC
1374,0.45,5.0,4.0,10.0,Material_NA,6.8,15.49,Yes,No,No,Airways,No,Wealthy,Yes,146.39,2015,9,1,15,2015,9,4,18,3 ,WI
1375,0.93,20.0,11.0,8087.0,Material_NA,38.65,56.44,No,No,Yes,Waterways,No,Wealthy,No,2246.76,2015,1,0,5,2015,1,6,4,-1 ,HI
1376,0.44,3.0,3.0,284.0,Stone,5.68,11.13,Yes,Yes,No,Airways,No,Wealthy,No,264.84,2015,5,3,28,2015,5,1,26,-2 ,KS
1377,0.06,19.0,8.0,2613.0,Material_NA,6.11,20.2,Yes,No,Yes,Roadways,No,Working Class,No,179.63,2015,2,0,9,2015,2,0,9,0 ,SC
1378,0.61,11.0,6.0,143.0,Aluminium,6.27,23.26,Yes,Yes,No,Roadways,No,Wealthy,No,419.21,2019,5,5,18,2019,5,3,16,-2 ,AR
1379,0.3,6.0,4.0,141.0,Clay,5.27,20.14,Yes,No,No,Airways,Yes,Working Class,No,184.25,2018,5,0,7,2018,5,0,7,0 ,OH
1380,0.28,8.0,4.0,94.0,Aluminium,6.61,23.46,Yes,No,Yes,Airways,No,Working Class,Yes,197.69,2015,11,5,7,2015,11,2,11,4 ,ND
1381,0.08,28.0,12.0,1097388.0,Material_NA,3639.17,74.33,No,No,No,Airways,No,Wealthy,No,7565.86,2015,3,1,17,2015,3,4,13,-4 ,IN
1382,0.76,15.0,8.0,257.0,Wood,4.08,13.75,Yes,Yes,Yes,Airways,No,Wealthy,No,436.09,2017,7,4,14,2017,7,1,11,-3 ,RI
1383,0.45,23.0,12.0,664.0,Aluminium,6.05,13.08,No,No,No,Airways,No,Working Class,No,590.37,2015,6,1,30,2015,6,1,30,0 ,KS
1384,0.83,24.0,7.0,549.0,Aluminium,4.08,14.98,No,No,No,Roadways,No,Working Class,No,371.28,2017,9,0,18,2017,9,3,21,3 ,UT
1385,0.52,16.0,6.0,2226.0,Bronze,7.08,17.91,No,No,No,Roadways,No,Working Class,No,322.02,2018,7,3,19,2018,7,1,17,-2 ,ND
1386,0.47,19.0,8.0,269.0,Wood,4.95,24.8,No,No,No,Waterways,No,Working Class,No,230.09,2016,12,1,13,2016,12,5,17,4 ,ID
1387,0.59,26.0,9.0,1120.0,Aluminium,6.85,24.19,Yes,No,No,Airways,No,Wealthy,No,451.63,2017,1,6,15,2017,1,3,19,4 ,AR
1388,0.45,25.0,15.0,1926.0,Aluminium,3.65,20.72,No,Yes,No,Airways,No,Wealthy,No,159.16,2016,9,0,5,2016,9,5,3,-2 ,NY
1389,0.45,20.0,8.0,9949.0,Brass,43.72,46.11,No,No,No,Roadways,No,Working Class,No,776.91,2018,4,2,25,2018,4,2,25,0 ,IA
1390,0.4,20.0,12.0,511.0,Wood,3.22,16.8,No,No,Yes,Waterways,No,Working Class,No,212.39,2017,8,0,14,2017,8,5,12,-2 ,MD
1391,0.16,33.0,20.0,5589.0,Clay,7.28,42.87,No,Yes,Yes,Roadways,Yes,Working Class,No,417.28,2018,1,1,30,2018,1,0,29,-1 ,IN
1392,0.91,38.0,22.0,98032.0,Material_NA,539.92,53.73,No,No,Yes,Roadways,No,Working Class,No,16077.38,2016,8,4,19,2016,8,4,19,0 ,OH
1393,0.28,17.0,8.0,4475.0,Bronze,22.02,23.11,No,Yes,No,Airways,No,Working Class,Yes,281.4,2018,12,5,22,2018,12,6,23,1 ,AL
1394,0.02,19.0,7.0,93792.0,Marble,38.02,75.15,No,Yes,No,Roadways,No,Wealthy,No,546.06,2015,6,2,10,2015,6,0,8,-2 ,
1395,0.82,20.0,17.0,8066.0,Brass,345.2,82.28,Yes,Yes,No,Airways,No,Working Class,No,5984.4,2017,12,2,13,2017,12,4,15,2 ,
1396,0.2,22.0,9.0,664.0,Aluminium,4.3,18.43,No,Yes,No,Airways,No,Working Class,No,160.74,2016,10,3,13,2016,10,5,15,2 ,NV
1397,0.69,18.0,7.0,1405.0,Clay,9.8,22.24,No,Yes,Yes,Roadways,Yes,Wealthy,No,1193.7,2015,7,2,8,2015,7,5,11,3 ,FL
1398,0.8,20.0,5.0,112.0,Aluminium,4.92,15.29,Yes,No,No,Roadways,No,Working Class,No,277.69,2018,10,4,19,2018,10,2,17,-2 ,HI
1399,0.51,43.0,13.0,8066.0,Brass,210.69,82.72,No,No,No,Roadways,No,Working Class,No,1695.44,2019,8,1,27,2019,8,1,27,0 ,AR
1400,0.45,45.0,7.0,278003.0,Material_NA,166.74,71.77,Yes,Yes,Yes,Roadways,Yes,Working Class,No,4597.43,2015,8,2,12,2015,8,5,8,-4 ,HI
1401,0.87,22.0,16.0,115395.0,Marble,1042.06,79.03,No,No,Yes,Waterways,No,Working Class,No,4396.0,2019,8,0,19,2019,8,4,23,4 ,NE
1402,0.21,7.0,5.0,17.0,Wood,3.75,22.68,Yes,No,No,Roadways,No,Working Class,No,172.41,2016,12,1,20,2016,12,1,20,0 ,OR
1403,0.54,22.0,6.0,84692.0,Stone,128.16,69.98,No,No,No,Roadways,No,Working Class,No,1050.08,2018,10,3,11,2018,10,0,15,4 ,NH
1404,0.23,20.0,13.0,855.0,Wood,6.42,23.95,Yes,No,No,Waterways,No,Wealthy,Yes,229.18,2018,1,0,15,2018,1,0,15,0 ,NH
1405,0.45,3.0,2.0,13.0,Material_NA,3.9,22.18,No,No,Yes,Roadways,No,Working Class,No,196.21,2019,1,6,20,2019,1,5,19,-1 ,OR
1406,0.33,11.0,7.0,323.0,Material_NA,4.01,20.16,Yes,No,No,Airways,No,Working Class,No,191.69,2018,11,3,15,2018,11,3,15,0 ,MS
1407,0.08,8.0,5.0,873.0,Brass,4.41,21.2,Yes,Yes,No,Airways,No,Working Class,No,185.31,2018,2,2,28,2018,2,2,28,0 ,ID
1408,0.38,20.0,6.0,45873.0,Marble,42.52,99.04,No,No,Yes,Roadways,No,Working Class,No,1016.57,2016,4,4,8,2016,4,4,8,0 ,CT
1409,0.45,41.0,12.0,2904327.0,Stone,7352.05,38.32,No,Yes,Yes,Airways,No,Wealthy,No,1684094.04,2017,7,5,1,2017,7,1,4,3 ,MD
1410,0.58,8.0,5.0,195.0,Aluminium,6.13,15.05,Yes,No,No,Airways,No,Working Class,No,240.88,2017,5,0,29,2017,5,1,30,1 ,MN
1411,0.67,64.0,22.0,196552.0,Material_NA,717.54,47.54,No,No,No,Waterways,Yes,Working Class,No,21522.77,2015,2,2,18,2015,2,5,14,-4 ,MD
1412,0.45,7.0,4.0,442.0,Brass,6.34,18.18,No,No,No,Roadways,No,Working Class,No,183.41,2016,7,5,9,2016,7,6,10,1 ,VT
1413,0.92,11.0,8.0,4044.0,Brass,21.78,19.46,Yes,No,Yes,Waterways,No,Working Class,No,569.45,2015,3,6,29,2015,3,0,30,1 ,ID
1414,0.64,19.0,6.0,3232.0,Material_NA,21.44,11.97,Yes,No,No,Waterways,No,Working Class,No,254.56,2015,10,5,3,2015,10,2,7,4 ,WI
1415,0.74,37.0,12.0,222.0,Wood,3.72,16.16,No,No,No,Roadways,No,Working Class,No,408.94,2015,3,3,12,2015,3,4,13,1 ,WV
1416,0.22,35.0,14.0,21259.0,Bronze,26.38,39.25,No,Yes,No,Airways,No,Wealthy,No,534.86,2017,12,2,20,2017,12,6,17,-3 ,VA
1417,0.23,12.0,7.0,228.0,Aluminium,6.36,22.86,Yes,No,Yes,Waterways,No,Working Class,No,206.06,2018,11,6,25,2018,11,4,23,-2 ,MT
1418,0.44,35.0,13.0,18824.0,Bronze,79.01,97.81,No,No,No,Waterways,No,Working Class,No,1473.54,2016,7,2,13,2016,7,3,14,1 ,AZ
1419,0.78,3.0,2.0,221082.0,Stone,5.61,18.72,No,No,Yes,Roadways,No,Working Class,No,296.28,2019,4,4,5,2019,4,5,6,1 ,TN
1420,0.59,36.0,8.0,1374.0,Clay,5.37,15.45,No,No,No,Airways,Yes,Working Class,No,441.79,2015,5,4,22,2015,5,0,18,-4 ,MS
1421,0.26,14.0,7.0,201.0,Wood,5.32,10.8,No,Yes,Yes,Roadways,No,Working Class,No,137.01,2015,3,0,9,2015,3,0,9,0 ,CO
1422,0.76,7.0,4.0,88.0,Aluminium,5.54,20.28,No,No,Yes,Roadways,No,Working Class,No,315.36,2018,9,1,11,2018,9,0,10,-1 ,TX
1423,0.04,15.0,6.0,52906.0,Stone,142.88,25.22,No,Yes,No,Airways,No,Working Class,No,496.08,2019,4,0,15,2019,4,0,15,0 ,MO
1424,0.51,6.0,5.0,4600.0,Stone,6.3,20.59,Yes,Yes,Yes,Airways,No,Wealthy,No,507.99,2019,8,6,11,2019,8,3,8,-3 ,MI
1425,0.87,29.0,10.0,496.0,Wood,6.61,16.04,No,No,Yes,Airways,No,Working Class,No,741.5,2017,1,4,20,2017,1,0,23,3 ,RI
1426,0.23,4.0,4.0,1628.0,Stone,6.95,15.32,No,No,Yes,Airways,No,Working Class,No,201.52,2018,10,2,17,2018,10,6,21,4 ,AK
1427,0.49,54.0,26.0,441718.0,Brass,579.61,89.11,No,No,Yes,Waterways,No,Working Class,No,5718.59,2019,8,3,1,2019,7,1,30,-2 ,ND
1428,0.66,11.0,7.0,2779.0,Brass,19.82,14.27,No,No,No,Roadways,No,Wealthy,No,276.45,2016,11,3,24,2016,11,4,25,1 ,
1429,0.31,20.0,6.0,178480.0,Stone,125.33,60.29,Yes,No,No,Airways,No,Working Class,Yes,1200.47,2018,9,5,8,2018,9,5,8,0 ,MA
1430,0.45,30.0,10.0,612057.0,Marble,1146.43,37.38,No,No,No,Waterways,No,Working Class,No,3387.3,2017,11,6,5,2017,11,6,5,0 ,KS
