"","X","Artist.Reputation","Height","Width","Weight","Material","Price.Of.Sculpture","Base.Shipping.Price","International","Express.Shipment","Installation.Included","Transport","Fragile","Customer.Information","Remote.Location","Cost","scheduled_year","scheduled_month","scheduled_day","scheduled_dateofmonth","delivery_year","delivery_month","delivery_day","delivery_dateofmonth","delta","state","Cost_Numeric"
"889",247,0.27,17,7,5982.5,"Bronze",8.21,22.4,"No","No","Yes","Roadways","No","Working Class","No","Low",2017,6,6,11,2017,6,1,13,2,"NJ",251.1
"890",2978,0.4,39,8,1950,"Material_NA",5.69,20.11,"Yes","No","No","Airways","Yes","Working Class","Yes","Low",2015,12,2,30,2015,12,3,31,1,"ME",331.14
"891",2689,0.72,13,7,4192,"Brass",10.37,14.85,"No","No","Yes","Waterways","No","Working Class","No","Low",2015,6,3,11,2015,6,0,15,4,"",292.58
"892",252,0.45,13,8,99,"Wood",5.01,16.12,"Yes","No","Yes","Roadways","No","Working Class","No","Low",2018,2,1,20,2018,2,0,19,-1,"NJ",253.75
"893",2168,0.45,3,8,91,"Marble",4.64,13.68,"Yes","Yes","No","Roadways","No","Wealthy","No","Low",2017,3,1,28,2017,3,4,24,-4,"IL",248.25
"894",2718,0.42,11,8,220,"Wood",4.91,19.21,"Yes","Yes","Yes","Roadways","No","Wealthy","No","Low",2015,6,4,5,2015,6,1,2,-3,"IA",273.59
"895",2410,0.42,16,7,638,"Clay",4.23,22.39,"Yes","No","No","Roadways","Yes","Wealthy","No","Low",2017,3,4,31,2017,3,1,28,-3,"NC",289.87
"896",5314,0.45,20,8,3859,"Brass",5.31,20.5,"No","Yes","Yes","Airways","No","Wealthy","No","Low",2018,9,6,30,2018,9,3,27,-3,"VT",282.27
"897",5792,0.78,6,4,109,"Clay",6.33,10.31,"No","No","No","Waterways","Yes","Working Class","Yes","Low",2016,7,6,24,2016,7,1,26,2,"WI",284.13
"898",1100,0.12,11,6,3232,"Material_NA",7.46,63.55,"No","No","No","Roadways","No","Working Class","No","Low",2017,11,0,20,2017,11,3,23,3,"MS",337.49
"899",5474,0.3,9,4,4258,"Stone",7.69,17.31,"No","No","No","Roadways","No","Working Class","No","Low",2015,6,3,18,2015,6,2,17,-1,"SD",249.52
"900",1224,0.48,7,5,626,"Brass",6.45,11.43,"No","No","Yes","Roadways","No","Working Class","Yes","Low",2017,10,1,17,2017,10,4,20,3,"DC",210.12
"901",1827,0.38,5,3,410,"Material_NA",4.78,24.21,"No","No","No","Roadways","No","Working Class","No","Low",2015,2,2,25,2015,2,5,21,-4,"OH",255.73
"902",2652,0.82,14,8,140,"Material_NA",4.87,10.7,"No","No","No","Roadways","No","Wealthy","No","Low",2017,4,6,16,2017,4,3,13,-3,"CT",297.15
"903",1157,0.47,16,7,5035,"Brass",12.92,25.25,"No","No","Yes","Roadways","No","Working Class","No","Low",2018,3,2,28,2018,3,2,28,0,"WV",346.49
"904",3066,0.04,20,8,5982.5,"Bronze",12.43,75.91,"No","No","No","Roadways","No","Working Class","No","Low",2018,10,5,13,2018,10,5,13,0,"NE",341
"905",2256,0.57,3,3,27,"Clay",5.95,16.42,"Yes","No","No","Roadways","Yes","Working Class","No","Low",2017,2,1,14,2017,2,4,10,-4,"VA",214.46
"906",3559,0.29,9,5,755,"Bronze",5.79,16.16,"No","No","Yes","Roadways","No","Wealthy","No","Low",2015,4,4,10,2015,4,3,9,-1,"NM",204.35
"907",958,0.67,7,4,369,"Material_NA",3.58,22.68,"No","No","Yes","Roadways","No","Working Class","No","Low",2016,4,1,19,2016,4,5,16,-3,"NM",300.65
"908",575,0.65,14,8,126,"Wood",3.22,19.2,"No","No","No","Airways","No","Working Class","No","Low",2017,7,3,6,2017,7,4,7,1,"",258.36
"909",5534,0.46,17,7,649,"Aluminium",6.73,21.34,"No","No","No","Roadways","No","Wealthy","No","Low",2016,4,6,24,2016,4,1,26,2,"DC",262.15
"910",5644,0.4,20,11,358,"Wood",6.25,16.8,"No","Yes","Yes","Roadways","No","Working Class","Yes","Low",2019,2,4,8,2019,2,6,10,2,"MN",241.63
"911",1184,0.07,28,6,1810,"Clay",3.42,16.18,"No","Yes","Yes","Airways","Yes","Wealthy","No","Low",2015,10,4,23,2015,10,2,21,-2,"DE",211.42
"912",4639,0.44,10,5,243,"Aluminium",5.51,15.41,"No","Yes","Yes","Airways","No","Working Class","No","Low",2018,11,1,20,2018,11,6,18,-2,"DC",207.92
"913",1286,0.4,25,8,2821,"Clay",8.3,12.9,"No","No","No","Roadways","Yes","Working Class","No","Low",2015,10,5,31,2015,10,4,30,-1,"TN",273.34
"914",2943,0.33,12,7,2662,"Brass",13.58,19.9,"No","No","No","Roadways","No","Working Class","Yes","Low",2015,11,0,16,2015,11,6,15,-1,"ID",229.26
"915",4013,0.65,6,5,3232,"Material_NA",13.81,11.69,"No","No","No","Waterways","No","Wealthy","No","Low",2018,2,3,22,2018,2,6,25,3,"ND",241.17
"916",455,0.84,3,3,134,"Material_NA",5.25,17.43,"No","No","No","Roadways","No","Working Class","No","Low",2018,10,2,3,2018,10,0,1,-2,"TX",316.55
"917",3844,0.74,10,5,150,"Aluminium",6.75,12.91,"No","No","No","Roadways","No","Working Class","No","Low",2016,8,5,27,2016,8,5,27,0,"OH",298.46
"918",4579,0.4,12,6,251,"Wood",5.48,18.9,"No","Yes","No","Roadways","No","Wealthy","Yes","Low",2018,1,6,14,2018,1,6,14,0,"LA",214.18
"919",674,0.17,13,6,2860,"Brass",8.35,13.32,"No","Yes","Yes","Airways","No","Wealthy","No","Low",2018,8,1,21,2018,8,1,21,0,"",243.96
"920",6137,0.78,20,6,664,"Aluminium",3.19,17.16,"No","No","No","Roadways","No","Working Class","No","Low",2016,3,4,4,2016,3,1,8,4,"WA",287.52
"921",6422,0.45,8,5,115395,"Marble",30.01,26.16,"Yes","No","Yes","Airways","No","Working Class","No","Low",2016,6,3,30,2016,6,3,30,0,"NV",347.33
"922",3486,0.08,18,8,2531,"Material_NA",5.31,12.03,"Yes","Yes","Yes","Airways","No","Wealthy","No","Low",2016,3,3,31,2016,3,6,27,-4,"MO",232.77
"923",6357,0.37,23,10,1374,"Clay",3.21,12.91,"Yes","No","No","Roadways","Yes","Working Class","Yes","Low",2015,2,5,14,2015,2,6,15,1,"MI",243.07
"924",1194,0.04,11,8,115395,"Marble",6.24,46.95,"Yes","No","No","Roadways","No","Working Class","No","Low",2015,6,0,22,2015,6,0,22,0,"FL",294.66
"925",3305,0.24,36,16,2425,"Aluminium",6.45,20.79,"No","No","No","Waterways","No","Working Class","Yes","Low",2016,12,2,7,2016,12,0,5,-2,"AL",212.57
"926",6019,0.3,39,10,3232,"Material_NA",7.05,20.68,"No","No","Yes","Waterways","No","Working Class","No","Low",2018,1,1,23,2018,1,5,27,4,"MN",228.55
"927",1953,0.79,17,6,162,"Wood",3.37,16.76,"No","No","No","Waterways","No","Working Class","No","Low",2016,10,4,21,2016,10,6,23,2,"LA",294.4
"928",6085,0.45,22,6,4037,"Brass",4.06,22.35,"No","No","No","Roadways","No","Working Class","No","Low",2016,8,0,29,2016,9,4,2,4,"WA",203.48
"929",6116,0.12,22,15,3029,"Clay",8.8,20.45,"Yes","Yes","No","Airways","Yes","Working Class","No","Low",2016,9,4,9,2016,9,1,13,4,"CT",215.46
"930",4327,0.55,30,6,325,"Wood",6.83,16.85,"No","No","No","Roadways","No","Working Class","No","Low",2017,10,6,29,2017,10,6,29,0,"KS",278.59
"931",3601,0.52,30,14,3169,"Aluminium",3.83,21.84,"No","No","No","Roadways","No","Working Class","No","Low",2016,5,2,4,2016,5,2,4,0,"NY",330.88
"932",227,0.77,20,8,219,"Wood",3.28,11.15,"Yes","No","Yes","Roadways","No","Working Class","No","Low",2016,9,6,25,2016,9,6,25,0,"AR",267.38
"933",2728,0.4,51,8,768,"Wood",4.96,13.94,"No","No","Yes","Roadways","No","Working Class","Yes","Low",2018,4,2,25,2018,4,3,26,1,"OR",230.67
"934",5118,0.22,13,6,463,"Material_NA",6.91,21.66,"Yes","No","No","Roadways","No","Working Class","No","Low",2016,5,4,6,2016,5,0,2,-4,"RI",220.14
"935",3557,0.79,4,4,115,"Material_NA",3.07,23.5,"Yes","Yes","Yes","Airways","No","Working Class","No","Low",2016,10,6,23,2016,10,6,23,0,"WI",304.85
"936",5340,0.54,5,5,3801,"Stone",16.01,14.68,"Yes","No","Yes","Roadways","No","Working Class","No","Low",2016,4,0,25,2016,4,1,26,1,"KS",315.96
"937",4572,0.02,21,7,5790,"Bronze",4.68,54.72,"Yes","Yes","Yes","Airways","No","Working Class","No","Low",2017,11,1,14,2017,11,1,14,0,"PA",331.76
"938",3526,0.7,3,2,81,"Stone",6.37,12.48,"No","Yes","No","Airways","No","Working Class","No","Low",2017,1,5,28,2017,2,2,1,4,"IL",262.96
"939",3545,0.27,7,5,494,"Bronze",4.41,24.37,"Yes","Yes","Yes","Airways","No","Wealthy","Yes","Low",2015,3,0,23,2015,3,0,23,0,"WV",267.52
"940",3873,0.45,20,8,429,"Wood",5.79,20.36,"No","Yes","Yes","Roadways","No","Working Class","No","Low",2018,2,2,28,2018,2,2,28,0,"WV",307.42
"941",1217,0.45,10,5,474,"Material_NA",5.92,12.22,"No","No","No","Roadways","No","Working Class","No","Low",2015,7,4,3,2015,7,2,1,-2,"IA",204.84
"942",3666,0.58,8,4,4412,"Stone",27.99,10.51,"No","Yes","No","Roadways","No","Working Class","Yes","Low",2019,5,2,15,2019,5,2,15,0,"MN",333.67
"943",3942,0.58,8,5,153,"Aluminium",4.92,15.85,"No","No","Yes","Roadways","No","Wealthy","No","Low",2017,4,5,8,2017,4,1,11,3,"MO",207.53
"944",1545,0.49,35,13,587,"Wood",5.57,10.95,"Yes","No","Yes","Waterways","No","Working Class","No","Low",2017,12,2,20,2017,12,1,19,-1,"WA",249.61
"945",2993,0.58,20,7,8066,"Brass",7,13.71,"Yes","No","No","Waterways","No","Wealthy","No","Low",2018,3,0,26,2018,3,1,27,1,"KS",343.74
"946",5397,0.16,35,15,8209,"Clay",5.25,45.1,"No","No","No","Roadways","Yes","Working Class","No","Low",2017,9,4,8,2017,9,5,9,1,"WI",316.85
"947",4518,0.3,29,8,3336,"Clay",3.17,21.49,"No","Yes","Yes","Roadways","Yes","Working Class","Yes","Low",2016,6,1,7,2016,6,0,6,-1,"PA",343.16
"948",4388,0.47,16,6,399,"Material_NA",4.47,23.5,"No","No","Yes","Roadways","Yes","Working Class","Yes","Low",2018,12,1,25,2018,12,5,29,4,"NJ",269.99
"949",1376,0.44,3,3,284,"Stone",5.68,11.13,"Yes","Yes","No","Airways","No","Wealthy","No","Low",2015,5,3,28,2015,5,1,26,-2,"KS",264.84
"950",1724,0.54,7,5,115395,"Marble",7.4,14.17,"No","No","No","Roadways","No","Working Class","No","Low",2017,7,4,28,2017,7,6,30,2,"SC",280.82
"951",4726,0.47,13,8,3368,"Brass",5.24,11.83,"No","No","No","Roadways","No","Working Class","No","Low",2015,8,1,4,2015,8,1,4,0,"CT",210.98
"952",856,0.31,20,8,504,"Clay",6.49,19.3,"No","No","Yes","Waterways","Yes","Working Class","No","Low",2019,8,5,17,2019,8,2,21,4,"KY",205.06
"953",5246,0.29,4,3,122,"Brass",6.71,21.23,"No","No","Yes","Roadways","No","Wealthy","No","Low",2018,9,1,4,2018,9,5,1,-3,"MT",228.71
"954",2714,0.72,12,6,667,"Material_NA",5.33,12.1,"No","Yes","No","Roadways","Yes","Working Class","No","Low",2016,1,4,22,2016,1,4,22,0,"TX",304.66
"955",4080,0.45,26,8,4711,"Bronze",18.93,15.2,"Yes","Yes","No","Roadways","No","Wealthy","Yes","Low",2015,8,2,19,2015,8,6,23,4,"CA",283.32
"956",6034,0.55,9,8,1374,"Clay",3.11,16.44,"No","Yes","No","Roadways","Yes","Wealthy","No","Low",2015,8,3,13,2015,8,1,11,-2,"NE",227.46
"957",1672,0.45,9,5,161,"Material_NA",5.35,20.95,"Yes","Yes","No","Airways","No","Working Class","No","Low",2017,9,4,22,2017,9,5,23,1,"VA",251.03
"958",3133,0.45,15,8,1738,"Bronze",4.72,11.72,"Yes","Yes","No","Roadways","No","Working Class","No","Low",2017,7,3,6,2017,7,2,5,-1,"MO",227.8
"959",5470,0.45,13,8,428,"Clay",6.45,20.6,"No","No","Yes","Roadways","Yes","Working Class","No","Low",2017,3,3,23,2017,3,3,23,0,"LA",307.72
"960",1981,0.45,16,6,193,"Wood",5.43,12.69,"No","Yes","Yes","Roadways","No","Wealthy","No","Low",2018,8,1,7,2018,8,6,5,-2,"NH",217.62
"961",477,0.26,45,15,1393,"Wood",3.21,21.2,"No","Yes","Yes","Roadways","No","Wealthy","No","Low",2017,1,2,18,2017,1,1,17,-1,"",276.44
"962",290,0.72,11,7,277,"Aluminium",5.07,15.97,"No","Yes","No","Roadways","No","Working Class","No","Low",2017,1,2,25,2017,1,4,27,2,"WI",290.65
"963",4025,0.51,7,5,83,"Aluminium",6.87,11.5,"No","Yes","No","Airways","No","Wealthy","Yes","Low",2018,10,1,2,2018,10,2,3,1,"MN",203.92
"964",534,0.12,15,7,2051,"Bronze",3.74,20.05,"Yes","Yes","Yes","Airways","No","Wealthy","Yes","Low",2018,7,3,12,2018,7,2,11,-1,"WA",246.73
"965",918,0.65,37,14,958,"Wood",4.41,13.54,"Yes","No","No","Waterways","No","Working Class","No","Low",2016,2,5,13,2016,2,2,17,4,"TN",291.34
"966",1614,0.57,20,8,472,"Aluminium",3.92,20.26,"Yes","No","No","Waterways","No","Working Class","No","Low",2017,1,6,29,2017,1,5,28,-1,"NV",288.01
"967",5071,0.38,28,9,3323,"Material_NA",4.7,19.76,"No","No","No","Roadways","Yes","Wealthy","No","Low",2016,5,4,6,2016,5,2,4,-2,"ND",324.73
"968",606,0.11,20,10,6761,"Brass",7.46,36.62,"No","No","No","Roadways","No","Working Class","No","Low",2015,8,5,1,2015,7,3,30,-2,"MA",264.88
"969",466,0.4,19,10,1374,"Clay",3.04,22.96,"No","Yes","No","Roadways","Yes","Working Class","Yes","Low",2016,10,2,19,2016,10,6,23,4,"MN",296.76
"970",684,0.53,7,5,361,"Material_NA",4.41,14.96,"No","Yes","Yes","Roadways","No","Wealthy","No","Low",2015,2,6,22,2015,2,3,26,4,"GA",213.72
"971",4616,0.84,4,3,10,"Wood",4.66,15.71,"No","No","Yes","Roadways","No","Working Class","No","Low",2016,4,5,2,2016,4,5,2,0,"NH",204.09
"972",2126,0.45,35,12,13366,"Bronze",30.36,26.24,"No","No","No","Airways","No","Wealthy","No","Low",2016,11,2,9,2016,11,6,13,4,"HI",282.01
"973",3914,0.82,3,3,314,"Marble",3.55,24.2,"No","No","Yes","Roadways","No","Working Class","No","Low",2017,11,3,30,2017,11,3,30,0,"",289.52
"974",3664,0.56,30,16,483,"Wood",5.37,17.3,"Yes","No","No","Waterways","No","Wealthy","No","Low",2017,4,3,20,2017,4,0,24,4,"",311.23
"975",1029,0.37,19,8,176,"Wood",4.36,16.32,"Yes","No","No","Roadways","No","Wealthy","No","Low",2018,12,5,1,2018,12,5,1,0,"ID",215.25
"976",1794,0.73,10,4,106,"Clay",4.71,16.46,"Yes","No","No","Waterways","Yes","Working Class","No","Low",2015,10,4,23,2015,10,0,26,3,"",242.33
"977",4881,0.18,10,4,783,"Brass",5.8,22.68,"No","Yes","Yes","Roadways","No","Wealthy","No","Low",2015,10,5,31,2015,10,5,31,0,"MD",234.65
"978",2733,0.33,4,4,570,"Marble",5.61,12.05,"Yes","No","Yes","Waterways","No","Working Class","No","Low",2019,4,6,21,2019,4,3,18,-3,"MT",221.92
"979",1521,0.45,35,6,2334,"Material_NA",8.29,24.33,"No","Yes","Yes","Roadways","Yes","Wealthy","Yes","Low",2019,4,1,16,2019,4,5,13,-3,"ID",271.81
"980",6323,0.54,18,9,4554,"Brass",19.96,10.73,"Yes","Yes","No","Roadways","No","Working Class","No","Low",2017,3,4,10,2017,3,6,12,2,"KY",335.15
"981",4791,0.39,7,4,1637,"Marble",10.28,24.23,"No","Yes","No","Airways","No","Wealthy","No","Low",2015,11,5,28,2015,12,2,2,4,"IL",259.68
"982",3843,0.66,24,11,426,"Wood",5.79,10.09,"No","No","No","Roadways","No","Working Class","No","Low",2017,5,2,3,2017,5,4,5,2,"MI",228.05
"983",3742,0.58,14,7,440,"Aluminium",3.45,18.1,"No","No","No","Roadways","No","Working Class","No","Low",2019,4,3,25,2019,4,6,21,-4,"AK",252.14
"984",1744,0.34,37,10,2924,"Clay",6.8,22.98,"No","No","Yes","Waterways","Yes","Working Class","No","Low",2019,7,5,6,2019,7,4,5,-1,"NV",333.01
"985",3435,0.45,21,13,1172,"Aluminium",6.53,23.07,"No","No","No","Roadways","No","Working Class","No","Low",2019,2,1,12,2019,2,1,12,0,"GA",287.81
"986",2839,0.37,55,24,1018,"Wood",3.76,17.46,"Yes","No","No","Waterways","No","Working Class","No","Low",2017,9,5,23,2017,9,5,23,0,"RI",221.47
"987",6397,0.24,19,6,2273,"Brass",6.01,23.06,"No","Yes","Yes","Airways","No","Working Class","Yes","Low",2018,4,6,1,2018,4,1,3,2,"CT",265.01
"988",883,0.2,9,5,115395,"Marble",11.04,14.9,"No","No","No","Airways","No","Wealthy","No","Low",2016,7,6,10,2016,7,0,11,1,"AZ",204.59
"989",4714,0.27,8,4,425,"Brass",4.05,21.97,"No","No","No","Airways","No","Wealthy","No","Low",2018,6,4,22,2018,6,4,22,0,"NH",204.56
"990",2396,0.6,20,8,393,"Aluminium",3.39,22.18,"No","No","No","Waterways","No","Working Class","No","Low",2018,12,1,11,2018,12,2,12,1,"",274.93
"991",2316,0.58,11,7,242,"Clay",5.06,17.74,"No","No","No","Waterways","Yes","Working Class","No","Low",2017,11,3,16,2017,11,4,17,1,"MN",244.38
"992",2969,0.18,11,7,1393,"Bronze",6.69,17.55,"Yes","Yes","Yes","Airways","No","Wealthy","Yes","Low",2016,2,6,7,2016,2,6,7,0,"CA",245.32
"993",5739,0.6,9,4,146,"Clay",6.58,12.79,"No","No","Yes","Airways","Yes","Working Class","No","Low",2018,7,0,16,2018,7,3,12,-4,"ND",276.04
"994",405,0.58,10,4,115395,"Marble",5.79,23.31,"Yes","No","No","Waterways","No","Working Class","No","Low",2018,4,1,17,2018,4,6,15,-2,"MT",349.21
"995",2075,0.18,9,4,3597,"Material_NA",4.05,19.52,"No","No","Yes","Airways","No","Working Class","No","Low",2016,3,5,26,2016,3,5,26,0,"NE",218.46
"996",5229,0.27,16,8,672,"Clay",6.62,24.77,"Yes","No","Yes","Airways","Yes","Working Class","No","Low",2015,3,3,12,2015,3,1,10,-2,"SC",275.79
"997",5223,0.51,6,4,2665,"Stone",14.48,11.57,"No","Yes","No","Roadways","No","Wealthy","No","Low",2018,4,1,24,2018,4,6,22,-2,"OR",297.43
"998",1449,0.24,38,26,1333,"Wood",6.21,22.11,"No","Yes","Yes","Roadways","No","Working Class","No","Low",2017,4,4,7,2017,4,0,3,-4,"NH",282.69
"999",4844,0.72,13,6,237,"Aluminium",4.75,24.48,"No","No","No","Roadways","No","Working Class","No","Low",2015,8,0,24,2015,8,3,27,3,"IN",330.21
"1000",2957,0.7,8,5,606,"Brass",4.55,17.48,"No","No","No","Roadways","No","Working Class","No","Low",2016,8,5,6,2016,8,5,6,0,"",257.71
"1001",4414,0.45,26,9,6355,"Bronze",11.04,80.27,"No","Yes","No","Roadways","No","Working Class","Yes","Moderate",2018,2,0,26,2018,3,3,1,3,"RI",428.17
"1002",619,0.02,38,9,18915,"Bronze",8.37,70.41,"Yes","Yes","No","Airways","No","Working Class","No","Moderate",2019,5,1,21,2019,5,1,21,0,"MD",411.56
"1003",3807,0.45,35,17,35542,"Bronze",45.02,67.03,"No","No","No","Roadways","No","Working Class","No","Moderate",2018,2,1,6,2018,2,0,5,-1,"OK",585.99
"1004",4352,0.07,21,7,122697,"Stone",77.24,37.52,"No","No","Yes","Roadways","No","Working Class","No","Moderate",2015,12,2,16,2015,12,6,13,-3,"CO",660.4
"1005",582,0.57,20,7,1357,"Bronze",8.02,18.83,"No","No","Yes","Airways","No","Working Class","No","Moderate",2018,12,6,30,2019,1,1,1,2,"MO",460.73
"1006",1629,0.23,21,12,5982.5,"Bronze",21.19,42.28,"No","Yes","Yes","Roadways","No","Working Class","No","Moderate",2019,8,6,4,2019,8,2,7,3,"IN",385.28
"1007",553,0.45,23,8,8084,"Bronze",27.19,69.67,"No","No","No","Roadways","No","Working Class","No","Moderate",2019,6,6,16,2019,6,6,16,0,"",499.71
"1008",639,0.84,16,8,8066,"Brass",15.67,20.65,"No","No","No","Roadways","No","Working Class","No","Moderate",2018,3,5,31,2018,4,6,1,1,"OH",459.06
"1009",2082,0.76,21,8,486,"Aluminium",3.35,21.94,"No","No","Yes","Roadways","No","Working Class","No","Moderate",2015,8,2,19,2015,8,6,23,4,"",419.73
"1010",451,0.1,34,6,105883,"Marble",86.91,29,"No","No","No","Waterways","No","Working Class","No","Moderate",2018,3,5,10,2018,3,6,11,1,"NC",381.65
"1011",4512,0.29,20,10,6287,"Brass",12.75,46.48,"No","No","No","Roadways","No","Wealthy","No","Moderate",2019,1,0,14,2019,1,0,14,0,"TX",411.2
"1012",5267,0.7,20,6,3310,"Material_NA",28.35,19.14,"No","No","No","Roadways","No","Working Class","No","Moderate",2017,5,4,12,2017,5,4,12,0,"ID",393.99
"1013",3288,0.74,23,11,1172,"Aluminium",5.19,20.85,"Yes","No","No","Roadways","No","Wealthy","No","Moderate",2015,7,3,16,2015,7,2,15,-1,"SD",612.64
"1014",3217,0.63,13,7,141,"Wood",5.81,19.27,"No","Yes","Yes","Airways","No","Wealthy","No","Moderate",2017,7,1,25,2017,7,6,23,-2,"",362.72
"1015",5728,0.45,21,8,504,"Clay",3.29,14.79,"No","No","No","Roadways","Yes","Working Class","No","Moderate",2016,9,4,23,2016,9,0,19,-4,"VT",520.33
"1016",5419,0.9,23,13,433,"Wood",5.85,14.61,"No","No","Yes","Waterways","No","Working Class","Yes","Moderate",2015,11,4,6,2015,11,6,8,2,"MT",655.7
"1017",6180,0.74,24,8,671,"Aluminium",5.23,20.11,"Yes","Yes","Yes","Airways","No","Working Class","No","Moderate",2016,2,2,17,2016,2,1,16,-1,"WI",625.18
"1018",5150,0.63,39,8,542,"Wood",3.55,23.21,"Yes","Yes","Yes","Roadways","No","Wealthy","No","Moderate",2017,8,0,28,2017,8,6,27,-1,"ND",638.83
"1019",5567,0.79,20,10,418,"Wood",5.95,22.3,"No","Yes","Yes","Airways","No","Wealthy","No","Moderate",2016,12,4,9,2016,12,0,12,3,"CT",698.4
"1020",6012,0.79,16,7,4270,"Bronze",16.84,18.79,"No","No","Yes","Roadways","No","Working Class","No","Moderate",2018,11,1,20,2018,11,3,22,2,"IN",412.96
"1021",2133,0.57,30,15,2126,"Aluminium",7.31,15.02,"No","No","No","Roadways","No","Working Class","Yes","Moderate",2015,8,0,24,2015,8,3,20,-4,"",435.51
"1022",6169,0.45,22,8,3232,"Material_NA",4.69,24.38,"No","No","Yes","Airways","Yes","Working Class","No","Moderate",2015,4,6,5,2015,4,6,5,0,"",374.78
"1023",1490,0.75,7,5,2845,"Marble",13.96,19.46,"Yes","No","No","Roadways","No","Wealthy","No","Moderate",2015,12,5,19,2015,12,0,21,2,"TN",386.26
"1024",4594,0.31,25,8,13248,"Brass",49.59,48.81,"Yes","No","Yes","Waterways","No","Working Class","No","Moderate",2019,8,2,14,2019,8,2,14,0,"OK",553.59
"1025",5999,0.65,25,8,927,"Aluminium",5.91,10.56,"Yes","Yes","Yes","Airways","No","Wealthy","No","Moderate",2017,9,2,27,2017,9,5,30,3,"",398.17
"1026",3365,0.02,25,9,9411,"Bronze",11.67,89.34,"No","No","No","Airways","No","Working Class","No","Moderate",2017,3,4,24,2017,3,6,26,2,"MI",377.09
"1027",418,0.75,26,8,2088,"Clay",4.02,20.7,"No","No","No","Roadways","Yes","Working Class","No","Moderate",2017,7,6,2,2017,7,6,2,0,"ME",524.64
"1028",3457,0.19,27,11,18767,"Bronze",45.83,25.81,"No","Yes","No","Roadways","No","Wealthy","No","Moderate",2019,4,1,9,2019,4,0,8,-1,"WV",381.93
"1029",175,0.76,16,6,664,"Aluminium",6.19,16.64,"Yes","Yes","Yes","Airways","No","Working Class","No","Moderate",2018,11,4,16,2018,11,0,12,-4,"",588.97
"1030",2186,0.16,25,6,5935,"Bronze",5.69,76.74,"No","No","No","Roadways","No","Working Class","No","Moderate",2017,1,5,7,2017,1,2,11,4,"WY",368.52
"1031",4910,0.74,12,8,4745,"Material_NA",27.9,22.43,"No","No","No","Roadways","No","Working Class","Yes","Moderate",2017,10,6,22,2017,10,4,20,-2,"VA",488.19
"1032",937,0.79,16,6,3393,"Brass",6.92,18.14,"No","No","Yes","Roadways","No","Working Class","Yes","Moderate",2015,8,0,24,2015,8,6,23,-1,"KY",627.11
"1033",4395,0.02,16,8,6125,"Brass",5.34,84.75,"Yes","Yes","Yes","Airways","No","Working Class","No","Moderate",2015,5,0,25,2015,5,0,25,0,"WI",451.11
"1034",4318,0.35,20,6,12827,"Material_NA",17.38,45.69,"No","Yes","No","Roadways","No","Working Class","No","Moderate",2015,4,1,28,2015,4,1,28,0,"IL",473.13
"1035",2655,0.45,13,8,2298,"Bronze",5.55,13.22,"Yes","No","Yes","Waterways","No","Working Class","No","Moderate",2018,5,3,24,2018,5,5,26,2,"MT",453.02
"1036",4873,0.13,38,7,14328,"Brass",10.98,41.93,"No","Yes","Yes","Airways","No","Wealthy","No","Moderate",2018,8,2,15,2018,8,2,15,0,"VA",428.16
"1037",484,0.81,29,8,209,"Wood",6.11,17.47,"Yes","No","No","Waterways","No","Working Class","No","Moderate",2015,10,6,11,2015,10,2,7,-4,"MS",668.38
"1038",3250,0.42,36,18,5222,"Aluminium",8.35,31.46,"No","No","Yes","Waterways","No","Working Class","Yes","Moderate",2016,2,2,10,2016,2,0,8,-2,"",561.88
"1039",4862,0.56,23,15,774,"Wood",6.89,22.78,"Yes","No","Yes","Roadways","No","Working Class","Yes","Moderate",2019,5,3,23,2019,5,3,23,0,"KS",537.46
"1040",6317,0.79,17,7,228,"Wood",3.82,19.65,"Yes","No","No","Airways","No","Working Class","No","Moderate",2018,6,3,21,2018,6,6,24,3,"NM",373.07
"1041",3879,0.17,13,7,33635,"Marble",140.32,48.12,"Yes","No","No","Roadways","No","Working Class","No","Moderate",2015,10,5,3,2015,9,1,29,-4,"MO",495
"1042",5302,0.54,21,8,6045,"Brass",11.91,54.73,"No","No","No","Waterways","No","Working Class","No","Moderate",2019,7,3,18,2019,7,5,20,2,"",584.07
"1043",4094,0.6,20,11,3232,"Material_NA",17.51,13.31,"Yes","No","No","Airways","No","Working Class","Yes","Moderate",2018,9,3,27,2018,9,1,25,-2,"",391.61
